plant_name,JS_ID,plant_num,PI_num,img_date,voxel_len,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14
4-9-18_Schnable_49-614-js249-400_2018-04-13_12-32-37_10115100,JS249,614,PI_656100,2018-04-13,4cm,-119.172,-117.213,-138.298,-19.7542,175.003,2.99908,-154.575,-155.254,-5.44344,122.973,,,,,
4-9-18_Schnable_49-614-js249-400_2018-04-16_12-33-06_10302100,JS249,614,PI_656100,2018-04-16,4cm,-137.842,-155.538,-50.7851,177.33,-26.6382,-165.066,-16.8739,-169.64,-85.7513,26.178,158.762,,,,
4-9-18_Schnable_49-615-js89-126_2018-04-11_12-33-41_10002200,JS89,615,PI_534112,2018-04-11,4cm,123.613,-33.9757,157.899,-71.2357,165.724,-60.5639,164.776,22.2263,,,,,,,
4-9-18_Schnable_49-615-js89-126_2018-04-13_12-34-53_10115200,JS89,615,PI_534112,2018-04-13,4cm,129.043,2.55186,162.754,68.8443,-49.2641,-145.275,-16.0942,136.341,-12.4101,114.68,,,,,
4-9-18_Schnable_49-615-js89-126_2018-04-16_12-35-20_10302200,JS89,615,PI_534112,2018-04-16,4cm,,,,,,,,,,,,,,,
4-9-18_Schnable_49-616-js174-1-252_2018-04-11_12-35-56_10002300,JS174,616,PI_629059,2018-04-11,4cm,-160.871,7.38041,179.219,28.2557,177.237,,,,,,,,,,
4-9-18_Schnable_49-616-js174-1-252_2018-04-13_12-37-07_10115300,JS174,616,PI_629059,2018-04-13,4cm,-127.777,56.5922,-134.165,85.3414,-144.038,99.7807,,,,,,,,,
4-9-18_Schnable_49-616-js174-1-252_2018-04-16_12-37-34_10302300,JS174,616,PI_629059,2018-04-16,4cm,153.417,-148.949,-0.768995,178.472,-27.7971,163.155,11.8672,,,,,,,,
4-9-18_Schnable_49-617-js274-55_2018-04-11_12-38-11_10002400,JS274,617,PI_533871,2018-04-11,4cm,10.7412,138.636,10.298,50.7468,18.3034,-172.386,168.62,-172.28,-1.56443,166.667,0.0789166,,,,
4-9-18_Schnable_49-617-js274-55_2018-04-13_12-39-21_10115400,JS274,617,PI_533871,2018-04-13,4cm,15.3986,-45.8721,13.8096,2.79676,-174.228,172.005,166.18,30.544,174.406,8.27155,,,,,
4-9-18_Schnable_49-617-js274-55_2018-04-16_12-39-50_10302400,JS274,617,PI_533871,2018-04-16,4cm,-15.7454,-73.0233,7.10114,58.1052,163.99,-103.977,9.85393,-165.633,164.324,159.331,39.1357,-177.222,-115.098,-47.2586,-40.1313
4-9-18_Schnable_49-618-js90-127_2018-04-11_12-40-28_10002500,JS90,618,PI_534114,2018-04-11,4cm,-75.4334,117.987,126.271,-91.645,145.672,-94.5567,,,,,,,,,
4-9-18_Schnable_49-618-js90-127_2018-04-13_12-41-35_10115500,JS90,618,PI_534114,2018-04-13,4cm,-158.524,38.0064,37.6542,-170.885,20.4854,-174.968,,,,,,,,,
4-9-18_Schnable_49-618-js90-127_2018-04-16_12-42-04_10302500,JS90,618,PI_534114,2018-04-16,4cm,-156.514,-167.296,-137.198,-9.46428,-129.349,163.896,-17.8759,,,,,,,,
4-9-18_Schnable_49-619-js255-409_2018-04-11_12-42-41_10002600,JS255,619,PI_656109,2018-04-11,4cm,29.577,-139.088,-40.2565,-171.614,55.0556,-167.004,35.6205,-152.122,55.4374,-154.263,8.3254,,,,
4-9-18_Schnable_49-619-js255-409_2018-04-16_12-44-17_10302600,JS255,619,PI_656109,2018-04-16,4cm,73.6348,101.727,-86.0907,81.996,61.238,-116.031,,,,,,,,,
4-9-18_Schnable_49-620-js124-183_2018-04-11_12-44-57_10002700,JS124,620,PI_576373,2018-04-11,4cm,152.301,-31.5668,157.929,9.11734,152.302,73.1791,-132.925,,,,,,,,
4-9-18_Schnable_49-620-js124-183_2018-04-13_12-46-03_10115700,JS124,620,PI_576373,2018-04-13,4cm,160.543,-5.63638,167.159,31.2077,167.336,171.53,3.42518,,,,,,,,
4-9-18_Schnable_49-620-js124-183_2018-04-16_12-46-30_10302700,JS124,620,PI_576373,2018-04-16,4cm,-36.3351,-179.368,-13.6581,-179.947,-3.73322,139.171,-132.633,7.71777,,,,,,,
4-9-18_Schnable_49-621-js124-183_2018-04-11_12-47-10_10002800,JS124,621,PI_576373,2018-04-11,4cm,162.556,-14.7012,162.753,14.362,142.15,-14.0835,170.607,,,,,,,,
4-9-18_Schnable_49-621-js124-183_2018-04-13_12-48-18_10115800,JS124,621,PI_576373,2018-04-13,4cm,153.908,-27.2958,160.768,-1.19002,157.711,169.843,1.7819,,,,,,,,
4-9-18_Schnable_49-621-js124-183_2018-04-16_12-48-44_10302800,JS124,621,PI_576373,2018-04-16,4cm,-106.753,4.66436,-179.804,20.5242,174.377,-9.46427,168.638,-18.4666,166.185,,,,,,
4-9-18_Schnable_49-622-js103-2-147_2018-04-11_12-49-25_10002900,JS103,622,PI_534163,2018-04-11,4cm,-165.987,18.2154,167.22,-124.4,27.845,-174.365,25.916,-122.612,8.99098,-154.012,,,,,
4-9-18_Schnable_49-622-js103-2-147_2018-04-13_12-50-31_10115900,JS103,622,PI_534163,2018-04-13,4cm,120.9,-18.6488,-157.187,-5.43004,-158.54,29.1158,-1.57713,-159.357,16.8205,167.526,-25.7668,,,,
4-9-18_Schnable_49-622-js103-2-147_2018-04-16_12-50-57_10302900,JS103,622,PI_534163,2018-04-16,4cm,-146.963,-17.4072,-151.02,174.512,-7.95504,4.89125,-32.5864,-176.474,66.0388,-87.8889,145.957,-154.703,,,
4-9-18_Schnable_49-623-js277-103_2018-04-11_12-51-40_10003000,JS277,623,PI_533998,2018-04-11,4cm,0.260421,9.14877,-163.125,-167.126,6.92523,,,,,,,,,,
4-9-18_Schnable_49-623-js277-103_2018-04-13_12-52-46_10116000,JS277,623,PI_533998,2018-04-13,4cm,-7.30026,174.525,-6.79516,-1.86174,-177.93,31.9224,,,,,,,,,
4-9-18_Schnable_49-623-js277-103_2018-04-16_12-53-11_10303000,JS277,623,PI_533998,2018-04-16,4cm,-178.881,11.4245,26.3817,77.902,-161.874,,,,,,,,,,
4-9-18_Schnable_49-624-js294-413_2018-04-11_12-53-52_10003100,JS294,624,PI_656112,2018-04-11,4cm,-128.625,46.8419,-126.993,60.0584,95.8171,-114.435,166.358,46.265,-145.68,,,,,,
4-9-18_Schnable_49-624-js294-413_2018-04-13_12-55-00_10116100,JS294,624,PI_656112,2018-04-13,4cm,43.1632,-165.381,35.7144,-142.78,27.0431,3.67923,-126.633,-4.29971,-125.981,,,,,,
4-9-18_Schnable_49-624-js294-413_2018-04-16_12-55-24_10303100,JS294,624,PI_656112,2018-04-16,4cm,1.20306,35.7011,-88.8898,15.3356,29.3051,176.09,-9.18587,-165.434,,,,,,,
4-9-18_Schnable_49-625-js153-3-222_2018-04-11_12-56-06_10003200,JS153,625,PI_597946,2018-04-11,4cm,-139.922,-12.3147,-173.632,6.39355,-171.875,12.3112,24.3256,-179.964,,,,,,,
4-9-18_Schnable_49-625-js153-3-222_2018-04-13_12-57-14_10116200,JS153,625,PI_597946,2018-04-13,4cm,-160.041,-15.4712,-158.825,12.6906,-175.015,20.4368,-172.683,-48.2686,19.9002,,,,,,
4-9-18_Schnable_49-625-js153-3-222_2018-04-16_12-57-39_10303200,JS153,625,PI_597946,2018-04-16,4cm,-15.2945,-173.082,0.276849,-173.683,20.4388,177.652,41.9848,-173.902,-31.1468,,,,,,
4-9-18_Schnable_49-626-js225-357_2018-04-11_12-58-21_10003300,JS225,626,PI_656058,2018-04-11,4cm,-10.9673,-164.056,-41.6616,-148.762,-14.0713,-177.843,156.602,20.3211,,,,,,,
4-9-18_Schnable_49-626-js225-357_2018-04-13_12-59-28_10116300,JS225,626,PI_656058,2018-04-13,4cm,11.1189,-154.715,7.18322,-111.982,12.476,-159.373,41.3976,-109.693,-6.76606,146.19,-77.7191,,,,
4-9-18_Schnable_49-626-js225-357_2018-04-16_12-59-54_10303300,JS225,626,PI_656058,2018-04-16,4cm,,,,,,,,,,,,,,,
4-9-18_Schnable_49-627-js70-100_2018-04-11_01-00-37_10003400,JS70,627,PI_533991,2018-04-11,4cm,-173.401,19.0995,167.939,-18.8422,175.977,-16.8494,126.858,,,,,,,,
4-9-18_Schnable_49-627-js70-100_2018-04-13_01-01-42_10116400,JS70,627,PI_533991,2018-04-13,4cm,154.565,13.2752,171.31,-6.07226,172.934,-15.9484,150.382,-13.432,,,,,,,
4-9-18_Schnable_49-627-js70-100_2018-04-16_01-02-07_10303400,JS70,627,PI_533991,2018-04-16,4cm,177.383,-177.121,179.877,26.5476,-26.7887,179.96,-164.981,,,,,,,,
4-9-18_Schnable_49-628-js199-310_2018-04-11_01-02-52_10003500,JS199,628,PI_656014,2018-04-11,4cm,3.18935,-139.888,12.7279,-148.355,31.9501,-149.778,38.0235,-147.466,52.2014,,,,,,
4-9-18_Schnable_49-629-js277-103_2018-04-11_01-05-06_10003600,JS277,629,PI_533998,2018-04-11,4cm,108.552,-91.9722,84.4352,-71.1224,86.9787,-64.1481,92.0267,-114.179,,,,,,,
4-9-18_Schnable_49-629-js277-103_2018-04-13_01-06-14_10116600,JS277,629,PI_533998,2018-04-13,4cm,-30.0812,165.272,-0.364356,173.572,-7.99519,166.909,-56.841,,,,,,,,
4-9-18_Schnable_49-629-js277-103_2018-04-16_01-06-35_10303600,JS277,629,PI_533998,2018-04-16,4cm,163.55,0.19273,-7.60987,-153.741,-163.357,155.014,9.41487,-123.561,,,,,,,
4-9-18_Schnable_49-631-js193-302_2018-04-11_01-09-34_10003800,JS193,631,PI_656006,2018-04-11,4cm,-11.5586,153.127,5.8577,99.5983,-161.146,25.1247,-167.088,-132.624,117.35,,,,,,
4-9-18_Schnable_49-631-js193-302_2018-04-13_01-10-43_10116800,JS193,631,PI_656006,2018-04-13,4cm,153.434,-39.0799,142.555,-58.5518,150.575,38.8149,-172.038,-88.2766,26.7865,,,,,,
4-9-18_Schnable_49-631-js193-302_2018-04-16_01-11-03_10303800,JS193,631,PI_656006,2018-04-16,4cm,-91.4064,111.862,-74.2155,75.7223,-173.353,80.8667,-32.0164,,,,,,,,
4-9-18_Schnable_49-632-js114-169_2018-04-11_01-11-49_10003900,JS114,632,PI_576337,2018-04-11,4cm,15.5065,-19.6586,14.0764,45.5748,-89.84,,,,,,,,,,
4-9-18_Schnable_49-632-js114-169_2018-04-13_01-12-57_10116900,JS114,632,PI_576337,2018-04-13,4cm,6.52927,-38.0776,4.18722,-46.435,17.8674,,,,,,,,,,
4-9-18_Schnable_49-632-js114-169_2018-04-16_01-13-18_10303900,JS114,632,PI_576337,2018-04-16,4cm,-27.1054,6.77641,5.6516,44.4785,-82.2437,,,,,,,,,,
4-9-18_Schnable_49-633-js244-392_2018-04-11_01-14-04_10004000,JS244,633,PI_656093,2018-04-11,4cm,-70.384,97.2451,-42.6186,86.0908,-80.2375,74.4467,-89.3749,60.8923,,,,,,,
4-9-18_Schnable_49-633-js244-392_2018-04-13_01-15-11_10117000,JS244,633,PI_656093,2018-04-13,4cm,1.90593,22.0319,-168.791,6.32753,-135.139,162.877,-15.7457,134.777,-29.3658,163.696,,,,,
4-9-18_Schnable_49-633-js244-392_2018-04-16_01-15-33_10304000,JS244,633,PI_656093,2018-04-16,4cm,-164.151,7.96564,7.25981,176.969,-165.328,161.818,-110.109,9.9144,-67.1036,147.964,,,,,
4-9-18_Schnable_49-634-js254-408_2018-04-11_01-16-16_10004100,JS254,634,PI_656108,2018-04-11,4cm,23.1258,64.2158,150.764,16.5147,43.8604,-174.431,104.133,9.14258,169.529,41.9128,-1.53584,6.77719,50.7402,-98.3305,
4-9-18_Schnable_49-634-js254-408_2018-04-13_01-17-25_10117100,JS254,634,PI_656108,2018-04-13,4cm,-27.5666,-39.5143,118.843,15.435,167.589,29.9325,-27.2647,-96.6616,-10.0419,163.425,-115.362,-123.916,,,
4-9-18_Schnable_49-634-js254-408_2018-04-16_01-17-46_10304100,JS254,634,PI_656108,2018-04-16,4cm,-34.7189,111.881,-174.474,98.9197,172.319,170.865,-164.991,118.796,24.0182,3.60533,32.376,17.0134,,,
4-9-18_Schnable_49-635-js87-124_2018-04-11_01-18-28_10004200,JS87,635,PI_534105,2018-04-11,4cm,-152.535,23.8852,-145.181,16.1599,-137.269,-164.614,21.3216,,,,,,,,
4-9-18_Schnable_49-635-js87-124_2018-04-13_01-19-40_10117200,JS87,635,PI_534105,2018-04-13,4cm,161.976,-1.47888,177.893,-18.748,-168.595,-19.0036,-170.429,,,,,,,,
4-9-18_Schnable_49-635-js87-124_2018-04-16_01-20-00_10304200,JS87,635,PI_534105,2018-04-16,4cm,-166.309,23.188,-152.002,22.353,-135.379,22.6328,0.868477,-128.952,,,,,,,
4-9-18_Schnable_49-636-js115-170_2018-04-11_01-20-40_10004300,JS115,636,PI_576339,2018-04-11,4cm,88.6062,-107.942,85.7701,92.3557,-95.0915,152.55,89.8141,-103.039,,,,,,,
4-9-18_Schnable_49-636-JS115-170_2018-04-13_01-22-00_10117300,JS115,636,PI_576339,2018-04-13,4cm,-174.603,13.588,165.71,-172.008,-6.73938,-29.8859,152.506,-71.8127,,,,,,,
4-9-18_Schnable_49-636-JS115-170_2018-04-16_01-22-14_10304300,JS115,636,PI_576339,2018-04-16,4cm,-126.753,43.6859,83.0119,-176.454,-128.229,-129.514,-166.243,54.7096,-88.9896,23.7699,-131.635,53.7517,,,
4-9-18_Schnable_49-638-js17-30_2018-04-11_01-25-03_10004500,JS17,638,PI_533800,2018-04-11,4cm,177.094,-20.4141,-119.031,167.688,-21.5189,-33.9982,125.109,148.757,-140.912,118.531,-67.0381,14.2166,,,
4-9-18_Schnable_49-638-js17-30_2018-04-13_01-26-23_10117500,JS17,638,PI_533800,2018-04-13,4cm,-176.695,179.141,13.2068,9.07566,-145.191,-143.941,167.422,-91.3281,-153.447,33.2743,-46.901,,,,
4-9-18_Schnable_49-638-js17-30_2018-04-16_01-26-40_10304500,JS17,638,PI_533800,2018-04-16,4cm,-165.733,163.09,97.7945,-93.1106,-172.771,-93.5293,-142.551,-0.579477,122.489,-21.1272,25.8317,,,,
4-9-18_Schnable_49-639-js153-1-222_2018-04-11_01-27-16_10004600,JS153,639,PI_597946,2018-04-11,4cm,-176.25,-3.84654,161.522,4.74508,-162.267,-11.0061,150.838,23.7278,,,,,,,
4-9-18_Schnable_49-639-js153-1-222_2018-04-13_01-28-38_10117600,JS153,639,PI_597946,2018-04-13,4cm,13.5615,-114.273,66.0792,-114.509,64.2918,-101.352,31.8648,-85.9771,82.7509,-120.199,,,,,
4-9-18_Schnable_49-639-js153-1-222_2018-04-16_01-28-56_10304600,JS153,639,PI_597946,2018-04-16,4cm,-150.091,38.1682,-156.236,59.2082,-174.572,60.7477,-44.9229,-156.97,-15.0673,,,,,,
4-9-18_Schnable_49-641-js267-426_2018-04-11_01-31-39_10004800,JS267,641,PI_659695,2018-04-11,4cm,32.9099,-137.283,-130.694,28.5707,40.3628,-159.567,171.761,,,,,,,,
4-9-18_Schnable_49-641-js267-426_2018-04-13_01-33-05_10117800,JS267,641,PI_659695,2018-04-13,4cm,79.0853,-101.994,62.7615,-46.3968,55.6473,-116.756,,,,,,,,,
4-9-18_Schnable_49-641-js267-426_2018-04-16_01-33-23_10304800,JS267,641,PI_659695,2018-04-16,4cm,67.8443,-104.221,71.481,-111.584,39.622,-84.8977,91.0941,-135.589,85.6913,,,,,,
4-9-18_Schnable_49-642-js136-198_2018-04-11_01-33-50_10004900,JS136,642,PI_576401,2018-04-11,4cm,-162.206,24.4674,-178.579,145.422,-2.509,-177.675,-20.6228,11.7966,,,,,,,
4-9-18_Schnable_49-642-js136-198_2018-04-13_01-35-21_10117900,JS136,642,PI_576401,2018-04-13,4cm,-167.153,-39.4284,167.811,-11.6615,146.711,159.173,-9.74652,35.7129,,,,,,,
4-9-18_Schnable_49-642-js136-198_2018-04-16_01-35-37_10304900,JS136,642,PI_576401,2018-04-16,4cm,-153.301,-128.046,-8.18655,-161.374,167.663,-3.62716,-172.534,64.8717,79.8728,138.721,25.9765,147.197,-10.8903,-177.342,25.4682
4-9-18_Schnable_49-643-js82-115_2018-04-11_01-36-02_10005000,JS82,643,PI_534079,2018-04-11,4cm,138.242,-23.0816,155.008,-22.4637,80.2335,-155.567,-1.65369,-177.893,6.72664,,,,,,
4-9-18_Schnable_49-643-js82-115_2018-04-13_01-37-34_10118000,JS82,643,PI_534079,2018-04-13,4cm,137.593,-18.7474,164.779,-166.856,-176.788,-0.309579,-102.556,-134.102,5.45988,122.485,,,,,
4-9-18_Schnable_49-643-js82-115_2018-04-16_01-37-55_10305000,JS82,643,PI_534079,2018-04-16,4cm,172.171,36.569,-137.072,-151.635,54.6545,135.313,-100.648,29.7733,-3.51836,172.691,-10.6175,,,,
4-9-18_Schnable_49-644-js191-300_2018-04-11_01-38-13_10005100,JS191,644,PI_656004,2018-04-11,4cm,157.419,-7.25543,-174.169,4.69571,-152.189,8.92163,163.394,,,,,,,,
4-9-18_Schnable_49-644-js191-300_2018-04-13_01-39-48_10118100,JS191,644,PI_656004,2018-04-13,4cm,155.039,-11.2042,-166.179,-5.51009,167.7,-3.94868,161.25,,,,,,,,
4-9-18_Schnable_49-644-js191-300_2018-04-16_01-40-03_10305100,JS191,644,PI_656004,2018-04-16,4cm,-2.84071,167.414,5.03086,-171.733,-28.5682,-148.489,44.0583,,,,,,,,
4-9-18_Schnable_49-JS42-2-69_2018-04-11_02-01-32_9973900,JS42,18_Schnable_49,PI_533919,2018-04-11,4cm,-166.89,-13.9999,-8.48791,-162.616,7.03304,-172.572,42.4798,-178.131,,,,,,,
4-9-18_Schnable_49-JS42-2-69_2018-04-13_02-01-22_10086900,JS42,18_Schnable_49,PI_533919,2018-04-13,4cm,-146.034,-22.2169,-148.084,-3.49431,-162.121,176.674,40.9933,,,,,,,,
4-9-18_Schnable_49-JS42-2-69_2018-04-16_02-01-30_10273900,JS42,18_Schnable_49,PI_533919,2018-04-16,4cm,64.9289,-131.836,-13.7847,-16.8932,-141.369,2.82475,-173.434,-1.92321,57.5897,166.698,77.2971,,,,
4-9-18_Schnable_49-281-JS39-65_2018-04-11_12-09-35_9968800,JS39,281,PI_533911,2018-04-11,6cm,-119.394,46.9559,-131.433,46.5643,-141.28,59.177,178.07,48.2163,,,,,,,
4-9-18_Schnable_49-281-JS39-65_2018-04-13_12-09-31_10081800,JS39,281,PI_533911,2018-04-13,6cm,-176.071,-20.0213,170.927,156.758,-14.2085,-11.7003,103.217,-1.26204,,,,,,,
4-9-18_Schnable_49-281-JS39-65_2018-04-16_12-09-33_10268800,JS39,281,PI_533911,2018-04-16,6cm,-155.953,-16.9727,-171.674,172.998,-3.86345,-5.20466,137.757,36.4843,126.402,,,,,,
4-9-18_Schnable_49-282-js254-408_2018-04-11_12-10-49_9968900,JS254,282,PI_656108,2018-04-11,6cm,111.123,-16.9488,153.131,26.1333,59.5274,-123.279,-7.20707,,,,,,,,
4-9-18_Schnable_49-282-js254-408_2018-04-13_12-10-46_10081900,JS254,282,PI_656108,2018-04-13,6cm,163.777,-46.2385,140.268,-16.9965,4.11668,-164.379,-169.011,-3.60377,0.146861,,,,,,
4-9-18_Schnable_49-282-js254-408_2018-04-16_12-10-48_10268900,JS254,282,PI_656108,2018-04-16,6cm,176.808,-50.6532,121.809,-32.2783,6.89687,8.15184,-138.004,-133.939,-114.712,,,,,,
4-9-18_Schnable_49-283-js254-408_2018-04-11_12-12-29_9969000,JS254,283,PI_656108,2018-04-11,6cm,74.7417,166.536,33.9451,-3.8679,-128.806,-111.481,,,,,,,,,
4-9-18_Schnable_49-283-js254-408_2018-04-13_12-12-25_10082000,JS254,283,PI_656108,2018-04-13,6cm,-12.9818,129.801,20.053,-25.8264,-8.11673,-148.923,-132.94,,,,,,,,
4-9-18_Schnable_49-283-js254-408_2018-04-16_12-12-27_10269000,JS254,283,PI_656108,2018-04-16,6cm,164.69,156.354,79.0142,162.602,-155.863,-15.5985,16.7058,,,,,,,,
4-9-18_Schnable_49-284-js165-237_2018-04-11_12-14-09_9969100,JS165,284,PI_597968,2018-04-11,6cm,-2.89344,-171.763,-7.03636,-174.28,-8.35282,-136.61,-87.6584,,,,,,,,
4-9-18_Schnable_49-284-js165-237_2018-04-13_12-14-04_10082100,JS165,284,PI_597968,2018-04-13,6cm,-21.1712,172.343,-18.5561,166.117,-21.0139,-172.364,-111.501,,,,,,,,
4-9-18_Schnable_49-284-js165-237_2018-04-16_12-14-07_10269100,JS165,284,PI_597968,2018-04-16,6cm,150.169,-42.1152,140.012,-36.2444,148.287,-171.46,-124.257,,,,,,,,
4-9-18_Schnable_49-285-JS147-2-214_2018-04-11_12-16-48_9969200,JS147,285,PI_595739,2018-04-11,6cm,-8.64392,-105.661,20.0246,-125.935,37.2798,51.805,-173.278,171.644,,,,,,,
4-9-18_Schnable_49-285-JS147-2-214_2018-04-13_12-16-42_10082200,JS147,285,PI_595739,2018-04-13,6cm,-15.484,-103.99,3.74867,-133.537,21.2935,179.426,51.2469,119.567,,,,,,,
4-9-18_Schnable_49-285-JS147-2-214_2018-04-16_12-16-50_10269200,JS147,285,PI_595739,2018-04-16,6cm,20.0801,-43.6071,-37.9984,-104.998,-27.5503,32.2707,-7.64577,-143.693,3.91794,163.204,14.1615,-28.9151,24.7307,41.084,5.1632
4-9-18_Schnable_49-286-js259-417_2018-04-11_12-19-03_9969300,JS259,286,PI_656116,2018-04-11,6cm,22.7019,112.937,-38.438,109.523,-19.2274,108.135,21.798,96.2685,,,,,,,
4-9-18_Schnable_49-286-js259-417_2018-04-13_12-18-57_10082300,JS259,286,PI_656116,2018-04-13,6cm,,,,,,,,,,,,,,,
4-9-18_Schnable_49-286-js259-417_2018-04-16_12-18-59_10269300,JS259,286,PI_656116,2018-04-16,6cm,67.4416,137.526,156.923,19.2645,146.931,95.0633,26.7396,17.0402,45.1115,91.3822,156.193,95.0176,140.725,,
4-9-18_Schnable_49-287-js41-1-68_2018-04-11_12-21-17_9969400,JS41,287,PI_533915,2018-04-11,6cm,-2.28272,175.168,165.566,-1.77513,179.777,68.8276,44.1496,,,,,,,,
4-9-18_Schnable_49-287-js41-1-68_2018-04-13_12-21-10_10082400,JS41,287,PI_533915,2018-04-13,6cm,1.01135,-174.437,156.012,13.781,-167.345,48.2698,172.877,,,,,,,,
4-9-18_Schnable_49-287-js41-1-68_2018-04-16_12-21-12_10269400,JS41,287,PI_533915,2018-04-16,6cm,15.7522,145.948,-173.548,160.092,11.601,-171.098,34.4146,-166.763,-35.2016,,,,,,
4-9-18_Schnable_49-288-js224-354_2018-04-11_12-23-30_9969500,JS224,288,PI_656056,2018-04-11,6cm,35.6898,-119.695,36.9619,-107.138,33.5441,145.403,51.6833,81.3684,,,,,,,
4-9-18_Schnable_49-288-js224-354_2018-04-13_12-23-23_10082500,JS224,288,PI_656056,2018-04-13,6cm,-64.8308,-27.3302,100.454,-27.4679,107.989,-140.311,98.0482,136.264,133.856,,,,,,
4-9-18_Schnable_49-288-js224-354_2018-04-16_12-23-25_10269500,JS224,288,PI_656056,2018-04-16,6cm,-48.648,47.042,-96.0926,-154.129,15.1484,169.712,142.284,107.326,117.066,15.3811,102.939,,,,
4-9-18_Schnable_49-289-JS254-408_2018-04-11_12-25-45_9969600,JS254,289,PI_656108,2018-04-11,6cm,-73.3703,91.5941,82.2141,-157.112,-2.60899,47.0786,-164.93,-73.0529,,,,,,,
4-9-18_Schnable_49-289-JS254-408_2018-04-13_12-25-37_10082600,JS254,289,PI_656108,2018-04-13,6cm,-69.009,82.425,106.517,175.535,-10.0238,170.62,-92.7605,37.7253,,,,,,,
4-9-18_Schnable_49-289-JS254-408_2018-04-16_12-25-38_10269600,JS254,289,PI_656108,2018-04-16,6cm,-16.3011,62.9,-175.558,23.9591,33.209,43.893,42.5712,-74.2358,-145.088,,,,,,
4-9-18_Schnable_49-290-js12-3-22_2018-04-11_12-27-58_9969700,JS12,290,PI_533769,2018-04-11,6cm,-13.7258,-168.806,-7.83047,-114.282,-30.7195,,,,,,,,,,
4-9-18_Schnable_49-290-js12-3-22_2018-04-13_12-27-50_10082700,JS12,290,PI_533769,2018-04-13,6cm,-7.25629,179.973,-11.4801,-137.794,-41.508,-134.382,,,,,,,,,
4-9-18_Schnable_49-290-js12-3-22_2018-04-16_12-27-52_10269700,JS12,290,PI_533769,2018-04-16,6cm,63.5709,-146.894,39.3326,-104.706,38.6506,-41.5444,81.8291,,,,,,,,
4-9-18_Schnable_49-291-js126-185_2018-04-11_12-30-10_9969800,JS126,291,PI_576376,2018-04-11,6cm,95.9889,-3.56329,127.07,-31.9262,154.38,-28.449,-71.4193,158.67,-106.949,-74.3916,,,,,
4-9-18_Schnable_49-291-js126-185_2018-04-13_12-30-04_10082800,JS126,291,PI_576376,2018-04-13,6cm,119.036,39.1337,154.916,90.5391,-30.375,8.78395,53.0737,-172.876,-170.44,-137.8,-54.1452,-72.9669,,,
4-9-18_Schnable_49-292-js197-306_2018-04-11_12-32-24_9969900,JS197,292,PI_656010,2018-04-11,6cm,22.3919,-160.493,-178.448,27.6136,-147.742,0.905581,,,,,,,,,
4-9-18_Schnable_49-292-js197-306_2018-04-13_12-32-18_10082900,JS197,292,PI_656010,2018-04-13,6cm,-171.162,-164.252,54.4963,-167.469,44.4877,36.2778,-145.936,,,,,,,,
4-9-18_Schnable_49-292-js197-306_2018-04-16_12-32-21_10269900,JS197,292,PI_656010,2018-04-16,6cm,-165.531,69.8901,-172.567,150.385,-179.489,49.3213,-152.317,53.3915,-168.725,,,,,,
4-9-18_Schnable_49-293-JS235-376_2018-04-11_12-34-43_9970000,JS235,293,PI_656076,2018-04-11,6cm,-21.5867,-178.94,-20.9778,-167.511,-25.6523,-141.864,-61.8991,,,,,,,,
4-9-18_Schnable_49-293-JS235-376_2018-04-13_12-34-31_10083000,JS235,293,PI_656076,2018-04-13,6cm,-26.1345,155.943,-21.0428,-172.913,-35.4223,-149.557,-66.9132,162.126,,,,,,,
4-9-18_Schnable_49-293-JS235-376_2018-04-16_12-34-34_10270000,JS235,293,PI_656076,2018-04-16,6cm,44.0989,-142.059,57.2486,-110.105,36.0375,-97.8574,-127.699,5.09762,-91.6998,122.699,,,,,
4-9-18_Schnable_49-295-JS66-95_2018-04-11_12-39-06_9970200,JS66,295,PI_533980,2018-04-11,6cm,-159.9,20.1105,-169.135,-8.43186,-160.386,-35.1089,113.984,-156.224,-51.1977,,,,,,
4-9-18_Schnable_49-295-JS66-95_2018-04-13_12-38-58_10083200,JS66,295,PI_533980,2018-04-13,6cm,99.7384,-65.8976,106.85,-87.1845,107.021,-126.332,117.249,-165.92,101.421,,,,,,
4-9-18_Schnable_49-295-JS66-95_2018-04-16_12-39-00_10270200,JS66,295,PI_533980,2018-04-16,6cm,,,,,,,,,,,,,,,
4-9-18_Schnable_49-296-JS214-336_2018-04-11_12-41-20_9970300,JS214,296,PI_656039,2018-04-11,6cm,150.006,7.87223,164.593,-3.66525,-162.215,155.903,131.214,73.4659,,,,,,,
4-9-18_Schnable_49-296-JS214-336_2018-04-13_12-41-11_10083300,JS214,296,PI_656039,2018-04-13,6cm,-100.19,122.175,-80.7218,115.208,-85.9986,-177.559,-136.241,-122.679,-68.2024,,,,,,
4-9-18_Schnable_49-297-JS3-11_2018-04-11_12-43-34_9970400,JS3,297,PI_533750,2018-04-11,6cm,-38.8411,154.356,-38.5666,151.909,-19.5458,147.26,35.5142,,,,,,,,
4-9-18_Schnable_49-297-JS3-11_2018-04-13_12-43-25_10083400,JS3,297,PI_533750,2018-04-13,6cm,-27.5503,-169.352,-6.13179,-170.106,16.0483,178.448,82.359,,,,,,,,
